,day,statename,PriceD,VolumeD,PriceR,VolumeR,state
226,28/1/2011,New Jersey,0,0,0,0,NJ
227,28/1/2011,New Mexico,0,0,0,0,NM
228,28/1/2011,New York,0,0,0,0,NY
229,28/1/2011,North Dakota,0,0,0,0,ND
230,28/1/2011,Ohio,0,0,0,0,OH
231,28/1/2011,Oklahoma,0,0,0,0,OK
232,28/1/2011,Oregon,0,0,0,0,OR
233,28/1/2011,Pennsylvania,0,0,0,0,PA
234,28/1/2011,Rhode Island,0,0,0,0,RI
235,28/1/2011,South Carolina,0,0,0,0,SC
236,28/1/2011,South Dakota,0,0,0,0,SD
237,28/1/2011,Tennessee,0,0,0,0,TN
238,28/1/2011,Texas,0,0,0,0,TX
239,28/1/2011,Utah,0,0,0,0,UT
240,28/1/2011,Vermont,0,0,0,0,VT
241,28/1/2011,Virginia,0,0,0,0,VA
242,28/1/2011,Washington,0,0,0,0,WA
243,28/1/2011,West Virginia,0,0,0,0,WV
244,28/1/2011,Wisconsin,0,0,0,0,WI
245,28/1/2011,Wyoming,0,0,0,0,WY
246,29/1/2011,Alabama,0,0,0,0,AL
247,29/1/2011,Alaska,0,0,0,0,AK
248,29/1/2011,Arizona,0,0,0,0,AZ
249,29/1/2011,Arkansas,0,0,0,0,AR
250,29/1/2011,California,0,0,0,0,CA
251,29/1/2011,Colorado,0,0,0,0,CO
252,29/1/2011,Connecticut,0,0,0,0,CT
253,29/1/2011,Delaware,0,0,0,0,DE
254,29/1/2011,Florida,0,0,0,0,FL
255,29/1/2011,Georgia,0,0,0,0,GA
256,29/1/2011,Hawaii,0,0,0,0,HI
257,29/1/2011,Idaho,0,0,0,0,ID
258,29/1/2011,Illinois,0,0,0,0,IL
259,29/1/2011,Indiana,0,0,0,0,IN
260,29/1/2011,Iowa,0,0,0,0,IA
261,29/1/2011,Kansas,0,0,0,0,KS
262,29/1/2011,Kentucky,0,0,0,0,KY
263,29/1/2011,Louisiana,0,0,0,0,LA
264,29/1/2011,Maine,0,0,0,0,ME
265,29/1/2011,Maryland,0,0,0,0,MD
266,29/1/2011,Massachusetts,0,0,0,0,MA
267,29/1/2011,Michigan,0,0,0,0,MI
268,29/1/2011,Minnesota,0,0,0,0,MN
269,29/1/2011,Mississippi,0,0,0,0,MS
270,29/1/2011,Missouri,0,0,0,0,MO
271,29/1/2011,Montana,0,0,0,0,MT
272,29/1/2011,Nebraska,0,0,0,0,NE
273,29/1/2011,Nevada,0,0,0,0,NV
274,29/1/2011,New Hampshire,0,0,0,0,NH
275,29/1/2011,New Jersey,0,0,0,0,NJ
276,29/1/2011,New Mexico,0,0,0,0,NM
277,29/1/2011,New York,0,0,0,0,NY
278,29/1/2011,North Dakota,0,0,0,0,ND
279,29/1/2011,Ohio,0,0,0,0,OH
280,29/1/2011,Oklahoma,0,0,0,0,OK
281,29/1/2011,Oregon,0,0,0,0,OR
282,29/1/2011,Pennsylvania,0,0,0,0,PA
283,29/1/2011,Rhode Island,0,0,0,0,RI
284,29/1/2011,South Carolina,0,0,0,0,SC
285,29/1/2011,South Dakota,0,0,0,0,SD
286,29/1/2011,Tennessee,0,0,0,0,TN
287,29/1/2011,Texas,0,0,0,0,TX
288,29/1/2011,Utah,0,0,0,0,UT
289,29/1/2011,Vermont,0,0,0,0,VT
290,29/1/2011,Virginia,0,0,0,0,VA
291,29/1/2011,Washington,0,0,0,0,WA
292,29/1/2011,West Virginia,0,0,0,0,WV
293,29/1/2011,Wisconsin,0,0,0,0,WI
294,29/1/2011,Wyoming,0,0,0,0,WY
295,30/1/2011,Alabama,0,0,0,0,AL
296,30/1/2011,Alaska,0,0,0,0,AK
297,30/1/2011,Arizona,0,0,0,0,AZ
298,30/1/2011,Arkansas,0,0,0,0,AR
299,30/1/2011,California,0,0,0,0,CA
300,30/1/2011,Colorado,0,0,0,0,CO
301,30/1/2011,Connecticut,0,0,0,0,CT
302,30/1/2011,Delaware,0,0,0,0,DE
303,30/1/2011,Florida,0,0,0,0,FL
304,30/1/2011,Georgia,0,0,0,0,GA
305,30/1/2011,Hawaii,0,0,0,0,HI
306,30/1/2011,Idaho,0,0,0,0,ID
307,30/1/2011,Illinois,0,0,0,0,IL
308,30/1/2011,Indiana,0,0,0,0,IN
309,30/1/2011,Iowa,0,0,0,0,IA
310,30/1/2011,Kansas,0,0,0,0,KS
311,30/1/2011,Kentucky,0,0,0,0,KY
312,30/1/2011,Louisiana,0,0,0,0,LA
313,30/1/2011,Maine,0,0,0,0,ME
314,30/1/2011,Maryland,0,0,0,0,MD
315,30/1/2011,Massachusetts,0,0,0,0,MA
316,30/1/2011,Michigan,0,0,0,0,MI
317,30/1/2011,Minnesota,0,0,0,0,MN
318,30/1/2011,Mississippi,0,0,0,0,MS
319,30/1/2011,Missouri,0,0,0,0,MO
320,30/1/2011,Montana,0,0,0,0,MT
321,30/1/2011,Nebraska,0,0,0,0,NE
322,30/1/2011,Nevada,0,0,0,0,NV
323,30/1/2011,New Hampshire,0,0,0,0,NH
324,30/1/2011,New Jersey,0,0,0,0,NJ
325,30/1/2011,New Mexico,0,0,0,0,NM
326,30/1/2011,New York,0,0,0,0,NY
327,30/1/2011,North Dakota,0,0,0,0,ND
328,30/1/2011,Ohio,0,0,0,0,OH
329,30/1/2011,Oklahoma,0,0,0,0,OK
330,30/1/2011,Oregon,0,0,0,0,OR
331,30/1/2011,Pennsylvania,0,0,0,0,PA
332,30/1/2011,Rhode Island,0,0,0,0,RI
333,30/1/2011,South Carolina,0,0,0,0,SC
334,30/1/2011,South Dakota,0,0,0,0,SD
335,30/1/2011,Tennessee,0,0,0,0,TN
336,30/1/2011,Texas,0,0,0,0,TX
337,30/1/2011,Utah,0,0,0,0,UT
338,30/1/2011,Vermont,0,0,0,0,VT
339,30/1/2011,Virginia,0,0,0,0,VA
340,30/1/2011,Washington,0,0,0,0,WA
341,30/1/2011,West Virginia,0,0,0,0,WV
342,30/1/2011,Wisconsin,0,0,0,0,WI
343,30/1/2011,Wyoming,0,0,0,0,WY
344,31/1/2011,Alabama,0,0,0,0,AL
345,31/1/2011,Alaska,0,0,0,0,AK
346,31/1/2011,Arizona,0,0,0,0,AZ
347,31/1/2011,Arkansas,0,0,0,0,AR
348,31/1/2011,California,0,0,0,0,CA
349,31/1/2011,Colorado,0,0,0,0,CO
350,31/1/2011,Connecticut,0,0,0,0,CT
351,31/1/2011,Delaware,0,0,0,0,DE
352,31/1/2011,Florida,0,0,0,0,FL
353,31/1/2011,Georgia,0,0,0,0,GA
354,31/1/2011,Hawaii,0,0,0,0,HI
355,31/1/2011,Idaho,0,0,0,0,ID
356,31/1/2011,Illinois,0,0,0,0,IL
357,31/1/2011,Indiana,0,0,0,0,IN
358,31/1/2011,Iowa,0,0,0,0,IA
359,31/1/2011,Kansas,0,0,0,0,KS
360,31/1/2011,Kentucky,0,0,0,0,KY
361,31/1/2011,Louisiana,0,0,0,0,LA
362,31/1/2011,Maine,0,0,0,0,ME
363,31/1/2011,Maryland,0,0,0,0,MD
364,31/1/2011,Massachusetts,0,0,0,0,MA
365,31/1/2011,Michigan,0,0,0,0,MI
366,31/1/2011,Minnesota,0,0,0,0,MN
367,31/1/2011,Mississippi,0,0,0,0,MS
368,31/1/2011,Missouri,0,0,0,0,MO
369,31/1/2011,Montana,0,0,0,0,MT
370,31/1/2011,Nebraska,0,0,0,0,NE
371,31/1/2011,Nevada,0,0,0,0,NV
372,31/1/2011,New Hampshire,0,0,0,0,NH
373,31/1/2011,New Jersey,0,0,0,0,NJ
374,31/1/2011,New Mexico,0,0,0,0,NM
375,31/1/2011,New York,0,0,0,0,NY
376,31/1/2011,North Dakota,0,0,0,0,ND
377,31/1/2011,Ohio,0,0,0,0,OH
378,31/1/2011,Oklahoma,0,0,0,0,OK
379,31/1/2011,Oregon,0,0,0,0,OR
380,31/1/2011,Pennsylvania,0,0,0,0,PA
381,31/1/2011,Rhode Island,0,0,0,0,RI
382,31/1/2011,South Carolina,0,0,0,0,SC
383,31/1/2011,South Dakota,0,0,0,0,SD
384,31/1/2011,Tennessee,0,0,0,0,TN
385,31/1/2011,Texas,0,0,0,0,TX
386,31/1/2011,Utah,0,0,0,0,UT
387,31/1/2011,Vermont,0,0,0,0,VT
388,31/1/2011,Virginia,0,0,0,0,VA
389,31/1/2011,Washington,0,0,0,0,WA
390,31/1/2011,West Virginia,0,0,0,0,WV
391,31/1/2011,Wisconsin,0,0,0,0,WI
392,31/1/2011,Wyoming,0,0,0,0,WY
393,1/2/2011,Alabama,0,0,0,0,AL
394,1/2/2011,Alaska,0,0,0,0,AK
395,1/2/2011,Arizona,0,0,0,0,AZ
396,1/2/2011,Arkansas,0,0,0,0,AR
397,1/2/2011,California,0,0,0,0,CA
398,1/2/2011,Colorado,0,0,0,0,CO
399,1/2/2011,Connecticut,0,0,0,0,CT
400,1/2/2011,Delaware,0,0,0,0,DE
401,1/2/2011,Florida,0,0,0,0,FL
402,1/2/2011,Georgia,0,0,0,0,GA
403,1/2/2011,Hawaii,0,0,0,0,HI
404,1/2/2011,Idaho,0,0,0,0,ID
405,1/2/2011,Illinois,0,0,0,0,IL
406,1/2/2011,Indiana,0,0,0,0,IN
407,1/2/2011,Iowa,0,0,0,0,IA
408,1/2/2011,Kansas,0,0,0,0,KS
409,1/2/2011,Kentucky,0,0,0,0,KY
410,1/2/2011,Louisiana,0,0,0,0,LA
411,1/2/2011,Maine,0,0,0,0,ME
412,1/2/2011,Maryland,0,0,0,0,MD
413,1/2/2011,Massachusetts,0,0,0,0,MA
414,1/2/2011,Michigan,0,0,0,0,MI
415,1/2/2011,Minnesota,0,0,0,0,MN
416,1/2/2011,Mississippi,0,0,0,0,MS
417,1/2/2011,Missouri,0,0,0,0,MO
418,1/2/2011,Montana,0,0,0,0,MT
419,1/2/2011,Nebraska,0,0,0,0,NE
420,1/2/2011,Nevada,0,0,0,0,NV
421,1/2/2011,New Hampshire,0,0,0,0,NH
422,1/2/2011,New Jersey,0,0,0,0,NJ
423,1/2/2011,New Mexico,0,0,0,0,NM
424,1/2/2011,New York,0,0,0,0,NY
425,1/2/2011,North Dakota,0,0,0,0,ND
426,1/2/2011,Ohio,0,0,0,0,OH
427,1/2/2011,Oklahoma,0,0,0,0,OK
428,1/2/2011,Oregon,0,0,0,0,OR
429,1/2/2011,Pennsylvania,0,0,0,0,PA
430,1/2/2011,Rhode Island,0,0,0,0,RI
431,1/2/2011,South Carolina,0,0,0,0,SC
432,1/2/2011,South Dakota,0,0,0,0,SD
433,1/2/2011,Tennessee,0,0,0,0,TN
434,1/2/2011,Texas,0,0,0,0,TX
435,1/2/2011,Utah,0,0,0,0,UT
436,1/2/2011,Vermont,0,0,0,0,VT
437,1/2/2011,Virginia,0,0,0,0,VA
438,1/2/2011,Washington,0,0,0,0,WA
439,1/2/2011,West Virginia,0,0,0,0,WV
440,1/2/2011,Wisconsin,0,0,0,0,WI
441,1/2/2011,Wyoming,0,0,0,0,WY
442,2/2/2011,Alabama,0,0,0,0,AL
443,2/2/2011,Alaska,0,0,0,0,AK
444,2/2/2011,Arizona,0,0,0,0,AZ
445,2/2/2011,Arkansas,0,0,0,0,AR
446,2/2/2011,California,0,0,0,0,CA
447,2/2/2011,Colorado,0,0,0,0,CO
448,2/2/2011,Connecticut,0,0,0,0,CT
449,2/2/2011,Delaware,0,0,0,0,DE
450,2/2/2011,Florida,0,0,0,0,FL
451,2/2/2011,Georgia,0,0,0,0,GA
452,2/2/2011,Hawaii,0,0,0,0,HI
453,2/2/2011,Idaho,0,0,0,0,ID
454,2/2/2011,Illinois,0,0,0,0,IL
455,2/2/2011,Indiana,0,0,0,0,IN
456,2/2/2011,Iowa,0,0,0,0,IA
457,2/2/2011,Kansas,0,0,0,0,KS
458,2/2/2011,Kentucky,0,0,0,0,KY
459,2/2/2011,Louisiana,0,0,0,0,LA
460,2/2/2011,Maine,0,0,0,0,ME
461,2/2/2011,Maryland,0,0,0,0,MD
462,2/2/2011,Massachusetts,0,0,0,0,MA
463,2/2/2011,Michigan,0,0,0,0,MI
464,2/2/2011,Minnesota,0,0,0,0,MN
465,2/2/2011,Mississippi,0,0,0,0,MS
466,2/2/2011,Missouri,0,0,0,0,MO
467,2/2/2011,Montana,0,0,0,0,MT
468,2/2/2011,Nebraska,0,0,0,0,NE
469,2/2/2011,Nevada,0,0,0,0,NV
470,2/2/2011,New Hampshire,0,0,0,0,NH
471,2/2/2011,New Jersey,0,0,0,0,NJ
472,2/2/2011,New Mexico,0,0,0,0,NM
473,2/2/2011,New York,0,0,0,0,NY
474,2/2/2011,North Dakota,0,0,0,0,ND
475,2/2/2011,Ohio,0,0,0,0,OH
476,2/2/2011,Oklahoma,0,0,0,0,OK
477,2/2/2011,Oregon,0,0,0,0,OR
478,2/2/2011,Pennsylvania,0,0,0,0,PA
479,2/2/2011,Rhode Island,0,0,0,0,RI
480,2/2/2011,South Carolina,0,0,0,0,SC
481,2/2/2011,South Dakota,0,0,0,0,SD
482,2/2/2011,Tennessee,0,0,0,0,TN
483,2/2/2011,Texas,0,0,0,0,TX
484,2/2/2011,Utah,0,0,0,0,UT
485,2/2/2011,Vermont,0,0,0,0,VT
486,2/2/2011,Virginia,0,0,0,0,VA
487,2/2/2011,Washington,0,0,0,0,WA
488,2/2/2011,West Virginia,0,0,0,0,WV
489,2/2/2011,Wisconsin,0,0,0,0,WI
490,2/2/2011,Wyoming,0,0,0,0,WY
491,3/2/2011,Alabama,0,0,0,0,AL
492,3/2/2011,Alaska,0,0,0,0,AK
493,3/2/2011,Arizona,0,0,0,0,AZ
494,3/2/2011,Arkansas,0,0,0,0,AR
495,3/2/2011,California,0,0,0,0,CA
496,3/2/2011,Colorado,0,0,0,0,CO
497,3/2/2011,Connecticut,0,0,0,0,CT
498,3/2/2011,Delaware,0,0,0,0,DE
499,3/2/2011,Florida,0,0,0,0,FL
500,3/2/2011,Georgia,0,0,0,0,GA
501,3/2/2011,Hawaii,0,0,0,0,HI
502,3/2/2011,Idaho,0,0,0,0,ID
503,3/2/2011,Illinois,0,0,0,0,IL
504,3/2/2011,Indiana,0,0,0,0,IN
505,3/2/2011,Iowa,0,0,0,0,IA
506,3/2/2011,Kansas,0,0,0,0,KS
507,3/2/2011,Kentucky,0,0,0,0,KY
508,3/2/2011,Louisiana,0,0,0,0,LA
509,3/2/2011,Maine,0,0,0,0,ME
510,3/2/2011,Maryland,0,0,0,0,MD
511,3/2/2011,Massachusetts,0,0,0,0,MA
512,3/2/2011,Michigan,0,0,0,0,MI
513,3/2/2011,Minnesota,0,0,0,0,MN
514,3/2/2011,Mississippi,0,0,0,0,MS
515,3/2/2011,Missouri,0,0,0,0,MO
516,3/2/2011,Montana,0,0,0,0,MT
517,3/2/2011,Nebraska,0,0,0,0,NE
518,3/2/2011,Nevada,0,0,0,0,NV
519,3/2/2011,New Hampshire,0,0,0,0,NH
520,3/2/2011,New Jersey,0,0,0,0,NJ
521,3/2/2011,New Mexico,0,0,0,0,NM
522,3/2/2011,New York,0,0,0,0,NY
523,3/2/2011,North Dakota,0,0,0,0,ND
524,3/2/2011,Ohio,0,0,0,0,OH
525,3/2/2011,Oklahoma,0,0,0,0,OK
526,3/2/2011,Oregon,0,0,0,0,OR
527,3/2/2011,Pennsylvania,0,0,0,0,PA
528,3/2/2011,Rhode Island,0,0,0,0,RI
529,3/2/2011,South Carolina,0,0,0,0,SC
530,3/2/2011,South Dakota,0,0,0,0,SD
531,3/2/2011,Tennessee,0,0,0,0,TN
532,3/2/2011,Texas,0,0,0,0,TX
533,3/2/2011,Utah,0,0,0,0,UT
534,3/2/2011,Vermont,0,0,0,0,VT
535,3/2/2011,Virginia,0,0,0,0,VA
536,3/2/2011,Washington,0,0,0,0,WA
537,3/2/2011,West Virginia,0,0,0,0,WV
538,3/2/2011,Wisconsin,0,0,0,0,WI
539,3/2/2011,Wyoming,0,0,0,0,WY
540,4/2/2011,Alabama,0,0,0,0,AL
541,4/2/2011,Alaska,0,0,0,0,AK
542,4/2/2011,Arizona,0,0,0,0,AZ
543,4/2/2011,Arkansas,0,0,0,0,AR
544,4/2/2011,California,0,0,0,0,CA
545,4/2/2011,Colorado,0,0,0,0,CO
546,4/2/2011,Connecticut,0,0,0,0,CT
547,4/2/2011,Delaware,0,0,0,0,DE
548,4/2/2011,Florida,0,0,0,0,FL
